tempo;regiao_de_saude_de_notificacao;residencia_nut_iii;doenca_de_declaracao_obrigatoria;sexo;grupo_etario;no_de_casos_notificados
2015-01;Regiao de Saude LVT;Regiao de Aveiro;Doenca invasiva pneumococica;Masculino;35-44 anos;1
2015-01;Regiao de Saude Norte;Regiao de Aveiro;Malaria;Masculino;35-44 anos;1
2015-01;Regiao de Saude Norte;Regiao de Aveiro;Doenca invasiva pneumococica;Feminino;75 ou + anos;1
2015-01;Regiao de Saude Norte;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;55-64 anos;1
2015-01;Regiao de Saude Norte;Alentejo Central;Gonorreia;Masculino;55-64 anos;1
2015-01;Regiao de Saude do Centro;Beiras e Serra da Estrela;Leptospirose;Masculino;65-74 anos;1
2015-01;Regiao de Saude Norte;Douro;Hepatite A;Feminino;45-54 anos;1
2015-02;Regiao de Saude Norte;Regiao de Aveiro;Doenca invasiva pneumococica;Feminino;25-34 anos;1
2015-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Feminino;5-14 anos;1
2015-02;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva por Haemophilus influenzae;Masculino;55-64 anos;1
2015-02;Regiao de Saude Norte;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Feminino;<1 ano;1
2015-02;Regiao de Saude LVT;Alentejo Central;Gonorreia;Feminino;55-64 anos;1
2015-02;Regiao de Saude do Centro;Regiao de Aveiro;Tosse Convulsa;Masculino;5-14 anos;1
2015-02;Regiao de Saude LVT;Regiao de Aveiro;Doenca invasiva pneumococica;Feminino;5-14 anos;1
2015-02;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2015-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;45-54 anos;1
2015-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;25-34 anos;1
2016-01;Regiao de Saude Norte;Area Metropolitana do Porto;Giardiase;Feminino;1-4 anos;1
2016-01;Regiao de Saude LVT;Leziria do Tejo;Brucelose;Feminino;35-44 anos;1
2016-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca invasiva pneumococica;Feminino;35-44 anos;1
2016-01;Regiao de Saude do Algarve;Algarve;Salmoneloses nao Typhi e nao Paratyphi;Masculino;45-54 anos;1
2016-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Feminino;55-64 anos;1
2016-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Listeriose;Feminino;45-54 anos;1
2016-01;Regiao de Saude do Algarve;Algarve;Salmoneloses nao Typhi e nao Paratyphi;Feminino;25-34 anos;1
2016-01;Regiao de Saude do Algarve;Algarve;Salmoneloses nao Typhi e nao Paratyphi;Feminino;35-44 anos;4
2016-01;Regiao de Saude do Algarve;Algarve;Salmoneloses nao Typhi e nao Paratyphi;Masculino;45-54 anos;1
2016-01;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Feminino;35-44 anos;1
2016-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Feminino;5-14 anos;1
2016-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;15-24 anos;1
2016-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Tosse Convulsa;Masculino;<1 ano;1
2016-02;Regiao de Saude do Centro;Regiao de Aveiro;Doenca dos Legionarios;Masculino;65-74 anos;1
2016-02;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2016-02;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Masculino;1-4 anos;1
2016-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;1
2016-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Tosse Convulsa;Feminino;<1 ano;1
2016-02;Regiao de Saude Norte;Area Metropolitana do Porto;Tosse Convulsa;Feminino;<1 ano;1
2016-02;Regiao de Saude do Centro;Viseu Dao Lafoes;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2016-02;Regiao de Saude do Centro;Viseu Dao Lafoes;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2015-03;Regiao de Saude Norte;Area Metropolitana do Porto;Febre Q;Feminino;15-24 anos;1
2015-03;Regiao de Saude Norte;Regiao de Aveiro;Doenca invasiva pneumococica;Masculino;45-54 anos;1
2015-03;Regiao de Saude Norte;Tamega e Sousa;Doenca dos Legionarios;Masculino;35-44 anos;1
2015-03;Regiao de Saude Norte;Regiao de Aveiro;Parotidite Epidemica;Feminino;65-74 anos;1
2015-03;Regiao de Saude LVT;Regiao de Aveiro;Parotidite Epidemica;Masculino;5-14 anos;1
2015-03;Regiao de Saude LVT;Oeste;Equinococose/Hidatidose;Feminino;45-54 anos;1
2015-03;Regiao de Saude do Centro;Viseu Dao Lafoes;Sifilis - Excluindo Sifilis Congenita;Feminino;75 ou + anos;1
2015-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Feminino;1-4 anos;1
2015-03;Regiao de Saude Norte;Regiao de Aveiro;Doenca invasiva pneumococica;Masculino;65-74 anos;1
2015-03;Regiao de Saude Norte;Regiao de Aveiro;Yersiniose;Feminino;<1 ano;1
2015-03;Regiao de Saude LVT;Regiao de Aveiro;Parotidite Epidemica;Masculino;1-4 anos;1
2015-04;Regiao de Saude Norte;Regiao de Aveiro;Doenca invasiva meningococica;Masculino;15-24 anos;1
2015-04;Regiao de Saude LVT;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2015-04;Regiao de Saude Norte;Regiao de Aveiro;Malaria;Masculino;45-54 anos;1
2015-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Febre escaro-nodular (Rickettsiose);Feminino;75 ou + anos;1
2015-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2015-04;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca dos Legionarios;Feminino;75 ou + anos;1
2015-04;Regiao de Saude Norte;Alentejo Central;Gonorreia;Masculino;25-34 anos;1
2015-04;Regiao de Saude Norte;Area Metropolitana do Porto;Brucelose;Feminino;65-74 anos;1
2015-05;Regiao de Saude Norte;Regiao de Aveiro;Malaria;Masculino;45-54 anos;1
2015-05;Regiao de Saude LVT;Regiao de Aveiro;Leptospirose;Masculino;45-54 anos;1
2015-05;Regiao de Saude do Centro;Regiao de Leiria;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2015-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Febre Q;Masculino;35-44 anos;1
2015-05;Regiao de Saude Norte;Regiao de Aveiro;Leptospirose;Masculino;75 ou + anos;1
2015-05;Regiao de Saude Norte;Regiao de Aveiro;Tosse Convulsa;Masculino;5-14 anos;1
2015-05;Regiao de Saude Norte;Regiao de Aveiro;Leptospirose;Feminino;55-64 anos;1
2015-05;Regiao de Saude Norte;Regiao de Aveiro;Parotidite Epidemica;Masculino;1-4 anos;1
2015-05;Regiao de Saude LVT;Regiao de Aveiro;Malaria;Masculino;35-44 anos;2
2015-05;Regiao de Saude do Centro;Regiao de Coimbra;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2015-05;Regiao de Saude Norte;Area Metropolitana do Porto;Gonorreia;Masculino;15-24 anos;1
2015-05;Regiao de Saude Norte;Ave;Doenca dos Legionarios;Masculino;65-74 anos;1
2015-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2015-06;Regiao de Saude LVT;Regiao de Aveiro;Malaria;Masculino;55-64 anos;1
2015-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;1
2015-06;Regiao de Saude do Centro;Regiao de Aveiro;Campilobacteriose;Feminino;5-14 anos;1
2015-06;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Feminino;45-54 anos;1
2015-06;Regiao de Saude do Centro;Regiao de Aveiro;Sifilis - Excluindo Sifilis Congenita;Feminino;45-54 anos;1
2015-06;Regiao de Saude LVT;Regiao de Aveiro;Malaria;Feminino;75 ou + anos;1
2015-06;Regiao de Saude LVT;Alentejo Central;Gonorreia;Masculino;35-44 anos;1
2015-06;Regiao de Saude LVT;Regiao de Aveiro;Yersiniose;Masculino;5-14 anos;1
2015-06;Regiao de Saude Norte;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Feminino;45-54 anos;1
2015-07;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca dos Legionarios;Masculino;65-74 anos;1
2015-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;25-34 anos;1
2015-07;Regiao de Saude LVT;Regiao de Aveiro;Tosse Convulsa;Feminino;1-4 anos;1
2015-07;Regiao de Saude LVT;Regiao de Aveiro;Tosse Convulsa;Masculino;<1 ano;1
2015-07;Regiao de Saude do Alentejo;Baixo Alentejo;Hepatite A;Masculino;45-54 anos;1
2015-07;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Feminino;1-4 anos;1
2015-07;Regiao de Saude Norte;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2015-07;Regiao de Saude do Centro;Regiao de Coimbra;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;15-24 anos;1
2015-07;Regiao de Saude LVT;Regiao de Aveiro;Doenca invasiva pneumococica;Masculino;45-54 anos;1
2015-07;Regiao de Saude do Centro;Regiao de Aveiro;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2016-08;Regiao de Saude Norte;Alto Minho;Gonorreia;Masculino;45-54 anos;1
2016-08;Regiao de Saude Norte;Douro;Salmoneloses nao Typhi e nao Paratyphi;Feminino;1-4 anos;1
2016-08;Regiao de Saude LVT;Regiao de Coimbra;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;15-24 anos;1
2016-08;Regiao de Saude do Centro;Regiao de Coimbra;Doenca invasiva pneumococica;Feminino;75 ou + anos;1
2016-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Febre escaro-nodular (Rickettsiose);Feminino;45-54 anos;1
2016-08;Regiao de Saude do Centro;Regiao de Leiria;Febre escaro-nodular (Rickettsiose);Feminino;45-54 anos;1
2016-08;Regiao de Saude Norte;Cavado;Campilobacteriose;Feminino;1-4 anos;1
2016-08;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca dos Legionarios;Feminino;55-64 anos;1
2016-08;Regiao de Saude Norte;Tamega e Sousa;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2016-08;Regiao de Saude Norte;Area Metropolitana do Porto;Tosse Convulsa;Feminino;<1 ano;1
2016-08;Regiao de Saude LVT;Estrangeiro;Gonorreia;Masculino;25-34 anos;1
2016-08;Regiao de Saude Norte;Area Metropolitana do Porto;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;25-34 anos;1
2016-08;Regiao de Saude LVT;Oeste;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2016-09;Regiao de Saude do Centro;Beiras e Serra da Estrela;Tosse Convulsa;Feminino;<1 ano;1
2016-09;Regiao de Saude do Alentejo;Estrangeiro;Leishmaniose Visceral;Masculino;25-34 anos;1
2016-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca dos Legionarios;Masculino;45-54 anos;1
2016-09;Regiao de Saude do Centro;Regiao de Leiria;Tosse Convulsa;Feminino;5-14 anos;2
2016-09;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Masculino;35-44 anos;1
2016-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Feminino;5-14 anos;1
2016-09;Regiao de Saude LVT;Leziria do Tejo;Salmoneloses nao Typhi e nao Paratyphi;Feminino;1-4 anos;1
2017-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;2
2017-06;Regiao de Saude do Algarve;Algarve;Leishmaniose Visceral;Masculino;45-54 anos;1
2017-06;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Masculino;5-14 anos;1
2017-06;RA Acores;Regiao Autonoma dos cores;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2017-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Masculino;45-54 anos;1
2017-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Malaria;Feminino;15-24 anos;1
2017-06;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2017-06;Regiao de Saude do Centro;Viseu Dao Lafoes;Hepatite C;Feminino;75 ou + anos;1
2017-06;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva por Haemophilus influenzae;Feminino;55-64 anos;1
2017-06;RA Acores;Regiao Autonoma dos cores;Leptospirose;Masculino;45-54 anos;3
2017-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Feminino;25-34 anos;1
2017-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Tosse Convulsa;Masculino;<1 ano;1
2017-06;Regiao de Saude Norte;Area Metropolitana do Porto;Tosse Convulsa;Feminino;45-54 anos;1
2017-06;Regiao de Saude LVT;Leziria do Tejo;Hepatite C;Feminino;45-54 anos;1
2017-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Masculino;65-74 anos;1
2017-06;Regiao de Saude LVT;Oeste;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2017-06;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Feminino;75 ou + anos;1
2017-06;Regiao de Saude Norte;Cavado;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2017-07;Regiao de Saude do Algarve;Algarve;Hepatite A;Feminino;5-14 anos;1
2017-07;Regiao de Saude do Centro;Beiras e Serra da Estrela;Doenca invasiva pneumococica;Masculino;75 ou + anos;1
2017-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca invasiva pneumococica;Masculino;45-54 anos;1
2017-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;1
2017-07;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Feminino;35-44 anos;1
2017-07;Regiao de Saude Norte;Area Metropolitana do Porto;Gonorreia;Masculino;25-34 anos;1
2017-07;Regiao de Saude Norte;Area Metropolitana do Porto;Tosse Convulsa;Feminino;25-34 anos;1
2017-07;Regiao de Saude Norte;Douro;Campilobacteriose;Masculino;5-14 anos;2
2017-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;25-34 anos;1
2017-07;Regiao de Saude LVT;Leziria do Tejo;Parotidite Epidemica;Feminino;15-24 anos;1
2017-07;Regiao de Saude LVT;Medio Tejo;Febre Q;Masculino;65-74 anos;1
2017-07;Regiao de Saude do Centro;Regiao de Aveiro;Campilobacteriose;Feminino;<1 ano;1
2017-07;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca dos Legionarios;Feminino;55-64 anos;1
2017-07;Regiao de Saude do Algarve;Algarve;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2017-07;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva por Haemophilus influenzae;Masculino;5-14 anos;1
2017-07;Regiao de Saude do Centro;Regiao de Coimbra;Febre Tifoide e Paratifoide;Masculino;35-44 anos;1
2017-07;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2017-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;15-24 anos;1
2017-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2017-07;Regiao de Saude Norte;Area Metropolitana do Porto;Gonorreia;Masculino;15-24 anos;1
2017-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Malaria;Masculino;55-64 anos;1
2017-08;Regiao de Saude do Algarve;Algarve;Hepatite A;Masculino;15-24 anos;1
2017-08;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2017-08;Regiao de Saude Norte;Cavado;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2017-11;Regiao de Saude do Centro;Regiao Autonoma dos cores;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2017-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;25-34 anos;1
2017-11;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Masculino;15-24 anos;1
2017-12;Regiao de Saude Norte;Tamega e Sousa;Campilobacteriose;Masculino;<1 ano;1
2017-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;15-24 anos;1
2017-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;3
2017-12;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva pneumococica;Masculino;65-74 anos;1
2017-12;RA Acores;Regiao Autonoma dos cores;Leptospirose;Feminino;55-64 anos;1
2018-01;Regiao de Saude Norte;Alto Tamega;Brucelose;Masculino;35-44 anos;1
2018-01;Regiao de Saude LVT;Oeste;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;55-64 anos;1
2018-01;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2018-01;Regiao de Saude Norte;Tamega e Sousa;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2018-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;45-54 anos;1
2018-01;Regiao de Saude Norte;Tamega e Sousa;Sifilis - Excluindo Sifilis Congenita;Masculino;65-74 anos;1
2018-01;Regiao de Saude do Centro;Regiao de Aveiro;Gonorreia;Masculino;55-64 anos;1
2018-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;75 ou + anos;1
2018-01;Regiao de Saude LVT;Alto Alentejo;Gonorreia;Masculino;15-24 anos;1
2018-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;35-44 anos;2
2018-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite B;Feminino;55-64 anos;1
2018-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Listeriose;Masculino;75 ou + anos;1
2018-01;Regiao de Saude do Centro;Area Metropolitana de Lisboa;Febre Q;Feminino;75 ou + anos;1
2018-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Malaria;Masculino;15-24 anos;1
2018-01;Regiao de Saude Norte;Alto Minho;Gonorreia;Masculino;35-44 anos;1
2018-02;Regiao de Saude Norte;Cavado;Hepatite C;Masculino;45-54 anos;1
2018-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;2
2018-02;Regiao de Saude Norte;Tamega e Sousa;Gonorreia;Masculino;35-44 anos;1
2018-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2018-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca invasiva meningococica;Feminino;<1 ano;1
2018-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;65-74 anos;1
2018-02;Regiao de Saude do Alentejo;Alentejo Central;Salmoneloses nao Typhi e nao Paratyphi;Feminino;1-4 anos;1
2017-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;35-44 anos;1
2017-12;Regiao de Saude Norte;Area Metropolitana do Porto;Parotidite Epidemica;Feminino;15-24 anos;1
2017-12;Regiao de Saude do Centro;Regiao de Aveiro;Gonorreia;Feminino;55-64 anos;1
2017-12;Regiao de Saude do Centro;Regiao de Coimbra;Gonorreia;Masculino;15-24 anos;1
2017-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;15-24 anos;1
2017-12;Regiao de Saude Norte;Tamega e Sousa;Campilobacteriose;Masculino;<1 ano;1
2017-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Masculino;25-34 anos;1
2018-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Tosse Convulsa;Masculino;<1 ano;1
2018-02;Regiao de Saude Norte;Cavado;Campilobacteriose;Masculino;25-34 anos;1
2018-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;2
2018-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;1
2018-02;RA Acores;Regiao Autonoma dos cores;Hepatite C;Masculino;35-44 anos;1
2018-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Malaria;Masculino;15-24 anos;1
2018-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Feminino;1-4 anos;1
2018-03;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Feminino;35-44 anos;1
2018-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Listeriose;Masculino;55-64 anos;1
2018-03;Regiao de Saude Norte;Tamega e Sousa;Parotidite Epidemica;Masculino;5-14 anos;1
2018-03;Regiao de Saude Norte;Area Metropolitana do Porto;Sarampo;Feminino;35-44 anos;1
2018-03;Regiao de Saude Norte;Area Metropolitana do Porto;Sarampo;Feminino;45-54 anos;1
2018-03;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite C;Feminino;55-64 anos;1
2018-03;Regiao de Saude do Centro;Regiao de Coimbra;Sarampo;Feminino;15-24 anos;1
2018-03;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Masculino;5-14 anos;1
2018-03;Regiao de Saude Norte;Tamega e Sousa;Campilobacteriose;Masculino;<1 ano;1
2018-03;Regiao de Saude LVT;Cavado;Leptospirose;Masculino;55-64 anos;1
2017-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2017-09;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva pneumococica;Masculino;55-64 anos;1
